rank,id,symbol,name,filepath,rows,status,error
709,cronos-bridged-wbtc-cronos,wbtc,Cronos Bridged WBTC (Cronos),data\0709_cronos-bridged-wbtc-cronos_usd_prices_365d.csv,366,ok,
702,hemi,hemi,Hemi,data\0702_hemi_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
710,dia-data,dia,DIA,data\0710_dia-data_usd_prices_365d.csv,366,ok,
703,honey-3,honey,Honey,data\0703_honey-3_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
711,btu-protocol,btu,BTU Protocol,data\0711_btu-protocol_usd_prices_365d.csv,239,ok,
704,holoworld,holo,Holoworld,data\0704_holoworld_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
712,freysa-ai,fai,Freysa AI,data\0712_freysa-ai_usd_prices_365d.csv,331,ok,
705,og-fan-token,og,OG Fan Token,data\0705_og-fan-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
706,wrapped-aave-plasma-usdt0,waplausdt0,Wrapped Aave Plasma USDT0,data\0706_wrapped-aave-plasma-usdt0_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
707,auki-labs,auki,Auki,data\0707_auki-labs_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
713,kgen,kgen,KGeN,data\0713_kgen_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
721,sign-global,sign,Sign,data\0721_sign-global_usd_prices_365d.csv,183,ok,
714,chex-token,chex,Chintai,data\0714_chex-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
722,hivemapper,honey,Hivemapper,data\0722_hivemapper_usd_prices_365d.csv,366,ok,
715,goatseus-maximus,goat,Goatseus Maximus,data\0715_goatseus-maximus_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
723,banana-gun,banana,Banana Gun,data\0723_banana-gun_usd_prices_365d.csv,366,ok,
716,audius,audio,Audius,data\0716_audius_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
724,chain-key-bitcoin,ckbtc,Chain-key Bitcoin,data\0724_chain-key-bitcoin_usd_prices_365d.csv,366,ok,
717,sai,sai,Sai,data\0717_sai_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
725,arcblock,abt,Arcblock,data\0725_arcblock_usd_prices_365d.csv,366,ok,
718,sophon,soph,Sophon,data\0718_sophon_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
719,everipedia,iq,IQ,data\0719_everipedia_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
720,synfutures,f,SynFutures,data\0720_synfutures_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
726,vndc,vndc,VNDC,data\0726_vndc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
734,boundless,zkc,Boundless,data\0734_boundless_usd_prices_365d.csv,43,ok,
727,bridged-tether-opbnb,usdt,Bridged Tether (opBNB),data\0727_bridged-tether-opbnb_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
735,milk-alliance,mlk,MiL.k,data\0735_milk-alliance_usd_prices_365d.csv,366,ok,
728,dovu-2,dovu,DOVU,data\0728_dovu-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
736,cyberconnect,cyber,CYBER,data\0736_cyberconnect_usd_prices_365d.csv,366,ok,
729,magic-internet-money,mim,Magic Internet Money (Ethereum),data\0729_magic-internet-money_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
737,songbird,sgb,Songbird,data\0737_songbird_usd_prices_365d.csv,366,ok,
730,targon,sn4,Targon,data\0730_targon_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
731,anime,anime,Animecoin,data\0731_anime_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
732,binance-usd,busd,BUSD,data\0732_binance-usd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
733,stbl,stbl,STBL,data\0733_stbl_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
738,secret,scrt,Secret,data\0738_secret_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
746,zerobase,zbt,ZEROBASE,data\0746_zerobase_usd_prices_365d.csv,11,ok,
739,reactive-network,react,Reactive Network,data\0739_reactive-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
747,yield-basis,yb,Yield Basis,data\0747_yield-basis_usd_prices_365d.csv,13,ok,
740,cjournal-2,cjl,CJournal,data\0740_cjournal-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
748,kyber-network-crystal,knc,Kyber Network Crystal,data\0748_kyber-network-crystal_usd_prices_365d.csv,366,ok,
741,escoin-token,elg,Escoin,data\0741_escoin-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
749,auction,auction,Bounce,data\0749_auction_usd_prices_365d.csv,366,ok,
742,manta-network,manta,Manta Network,data\0742_manta-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
750,zentry,zent,Zentry,data\0750_zentry_usd_prices_365d.csv,366,ok,
743,sats-ordinals,sats,SATS (Ordinals),data\0743_sats-ordinals_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
744,g-token,g,Gravity (by Galxe),data\0744_g-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
745,bouncebit,bb,BounceBit,data\0745_bouncebit_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
751,project-galaxy,gal,GAL (migrated to Gravity - G),data\0751_project-galaxy_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
759,ong,ong,Ontology Gas,data\0759_ong_usd_prices_365d.csv,366,ok,
752,liquity,lqty,Liquity,data\0752_liquity_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
760,tokamak-network,ton,Tokamak Network,data\0760_tokamak-network_usd_prices_365d.csv,366,ok,
753,pha,pha,PHALA,data\0753_pha_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
761,hyperbeat-lst-vault,lsthype,Hyperbeat LST Vault,data\0761_hyperbeat-lst-vault_usd_prices_365d.csv,6,ok,
754,dkargo,dka,dKargo,data\0754_dkargo_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
755,yzy,yzy,YZY,data\0755_yzy_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
756,bertram-the-pomeranian,bert,Bertram The Pomeranian,data\0756_bertram-the-pomeranian_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
757,flock-2,flock,FLOCK,data\0757_flock-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
758,chaingpt,cgpt,ChainGPT,data\0758_chaingpt_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
762,taiko,taiko,Taiko,data\0762_taiko_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
770,tornado-cash,torn,Tornado Cash,data\0770_tornado-cash_usd_prices_365d.csv,366,ok,
763,metamask-usd,musd,MetaMask USD,data\0763_metamask-usd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
771,zelcash,flux,Flux,data\0771_zelcash_usd_prices_365d.csv,366,ok,
764,okzoo,aiot,OKZOO,data\0764_okzoo_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
772,marlin,pond,Marlin,data\0772_marlin_usd_prices_365d.csv,366,ok,
765,changenow,now,ChangeNOW,data\0765_changenow_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
773,coinbase-wrapped-xrp,cbxrp,Coinbase Wrapped XRP,data\0773_coinbase-wrapped-xrp_usd_prices_365d.csv,145,ok,
766,civic,cvc,Civic,data\0766_civic_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
774,steem,steem,Steem,data\0774_steem_usd_prices_365d.csv,366,ok,
767,steakhouse-eth-morpho-vault,steaketh,Steakhouse ETH Morpho Vault,data\0767_steakhouse-eth-morpho-vault_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
768,hex-trust-usdx,usdx,Hex Trust USD,data\0768_hex-trust-usdx_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
769,energy-web-token,ewt,Energy Web,data\0769_energy-web-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
775,certik,ctk,Shentu,data\0775_certik_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
783,universal-eth,unieth,Universal ETH,data\0783_universal-eth_usd_prices_365d.csv,366,ok,
776,sygnum-fiusd-liquidity-fund,fiusd,Sygnum FIUSD Liquidity Fund,data\0776_sygnum-fiusd-liquidity-fund_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
784,usd,usd+,Overnight.fi USD+,data\0784_usd_usd_prices_365d.csv,366,ok,
777,space-id,id,SPACE ID,data\0777_space-id_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
785,storx,srx,StorX,data\0785_storx_usd_prices_365d.csv,366,ok,
778,veraone,vro,VeraOne,data\0778_veraone_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
786,tagger,tag,TAGGER,data\0786_tagger_usd_prices_365d.csv,301,ok,
779,burnedfi,burn,BurnedFi,data\0779_burnedfi_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
787,joe,joe,JOE,data\0787_joe_usd_prices_365d.csv,366,ok,
780,liquid-hype-yield,liquidhype,Liquid HYPE Yield,data\0780_liquid-hype-yield_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
781,rif-token,rif,Rootstock Infrastructure Framework,data\0781_rif-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
782,rujira,ruji,Rujira,data\0782_rujira_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
788,mountain-protocol-usdm,usdm,Mountain Protocol USD,data\0788_mountain-protocol-usdm_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
796,huma-finance,huma,Huma Finance,data\0796_huma-finance_usd_prices_365d.csv,155,ok,
789,liquity-bold-2,bold,BOLD,data\0789_liquity-bold-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
797,wrapped-xrp,wxrp,Wrapped XRP,data\0797_wrapped-xrp_usd_prices_365d.csv,366,ok,
790,carv,carv,CARV,data\0790_carv_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
798,blockv,vee,BLOCKv,data\0798_blockv_usd_prices_365d.csv,366,ok,
791,cartesi,ctsi,Cartesi,data\0791_cartesi_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
799,wax,waxp,WAX,data\0799_wax_usd_prices_365d.csv,366,ok,
792,wrapped-nxm,wnxm,Wrapped NXM,data\0792_wrapped-nxm_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
793,vine,vine,Vine,data\0793_vine_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
794,gamebuild,game,GameBuild,data\0794_gamebuild_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
795,r0ar-token,1r0r,R0AR Token,data\0795_r0ar-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
800,noble-dollar-usdn,usdn,Noble Dollar (USDN),data\0800_noble-dollar-usdn_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
808,token-pocket,tpt,TokenPocket Token,data\0808_token-pocket_usd_prices_365d.csv,366,ok,
801,ekubo-protocol,ekubo,Ekubo Protocol,data\0801_ekubo-protocol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
809,anvil,anvl,Anvil,data\0809_anvil_usd_prices_365d.csv,358,ok,
802,quack-ai,q,Quack AI,data\0802_quack-ai_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
810,renzo,rez,Renzo,data\0810_renzo_usd_prices_365d.csv,366,ok,
803,gemini-dollar,gusd,Gemini Dollar,data\0803_gemini-dollar_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
811,terrausd,ustc,TerraClassicUSD,data\0811_terrausd_usd_prices_365d.csv,366,ok,
804,vaultbridge-bridged-usdc-katana,vbusdc,VaultBridge Bridged USDC (Katana),data\0804_vaultbridge-bridged-usdc-katana_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
812,uranus-4,uranus,Uranus,data\0812_uranus-4_usd_prices_365d.csv,102,ok,
805,cross-2,cross,Cross,data\0805_cross-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
806,eth0,eth0,Usual ETH,data\0806_eth0_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
807,seth,seth,sETH,data\0807_seth_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
813,looped-hype,lhype,Looped Hype,data\0813_looped-hype_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
821,world-assets,inc,WorldAssets,data\0821_world-assets_usd_prices_365d.csv,27,ok,
814,magic,magic,Treasure,data\0814_magic_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
822,yei-finance,clo,Yei Finance,data\0822_yei-finance_usd_prices_365d.csv,14,ok,
815,liqwid-finance,lq,Liqwid Finance,data\0815_liqwid-finance_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
823,limitless-3,lmts,Limitless,data\0823_limitless-3_usd_prices_365d.csv,6,ok,
816,across-protocol,acx,Across Protocol,data\0816_across-protocol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
817,pythia,pythia,PYTHIA,data\0817_pythia_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
818,solidus-aitech,aitech,Solidus Ai Tech,data\0818_solidus-aitech_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
819,sonic-svm,sonic,Sonic SVM,data\0819_sonic-svm_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
820,a-hunters-dream,caw,A Hunters Dream,data\0820_a-hunters-dream_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
824,dent,dent,Dent,data\0824_dent_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
832,lisk,lsk,Lisk,data\0832_lisk_usd_prices_365d.csv,366,ok,
833,look,look,LOOK,data\0833_look_usd_prices_365d.csv,50,ok,
825,dego-finance,dego,Dego Finance,data\0825_dego-finance_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
834,cetus-protocol,cetus,Cetus Protocol,data\0834_cetus-protocol_usd_prices_365d.csv,366,ok,
826,qanplatform,qanx,QANplatform,data\0826_qanplatform_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
835,dora-2,dora,DORA,data\0835_dora-2_usd_prices_365d.csv,102,ok,
827,metal,mtl,Metal DAO,data\0827_metal_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
836,bifrost,bfc,Bifrost,data\0836_bifrost_usd_prices_365d.csv,366,ok,
828,darkstar,darkstar,DarkStar,data\0828_darkstar_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
829,apollox-2,apx,APX,data\0829_apollox-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
830,smooth-love-potion,slp,Smooth Love Potion,data\0830_smooth-love-potion_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
831,researchcoin,rsc,ResearchCoin,data\0831_researchcoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
837,beets-staked-sonic,sts,Beets Staked Sonic,data\0837_beets-staked-sonic_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
845,dymension,dym,Dymension,data\0845_dymension_usd_prices_365d.csv,366,ok,
838,babyboomtoken,bbt,BabyBoomToken,data\0838_babyboomtoken_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
846,metronome-synth-eth,mseth,Metronome Synth ETH,data\0846_metronome-synth-eth_usd_prices_365d.csv,100,ok,
839,nusd,susd,Synthetix sUSD,data\0839_nusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
847,acet-token,act,Acet,data\0847_acet-token_usd_prices_365d.csv,366,ok,
840,ecomi,omi,ECOMI,data\0840_ecomi_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
848,binance-peg-zcash-token,zec,Binance-Peg ZEC,data\0848_binance-peg-zcash-token_usd_prices_365d.csv,13,ok,
841,dogelon-mars,elon,Dogelon Mars,data\0841_dogelon-mars_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
849,overtake,take,OVERTAKE,data\0849_overtake_usd_prices_365d.csv,64,ok,
842,ondo-u-s-dollar-token,usdon,Ondo U.S. Dollar Token,data\0842_ondo-u-s-dollar-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
843,avalanche-old-bridged-wbtc-avalanche,wbtc.e,Avalanche Bridged WBTC (Avalanche),data\0843_avalanche-old-bridged-wbtc-avalanche_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
844,huobi-token,ht,Huobi,data\0844_huobi-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
850,bucket-protocol-buck-stablecoin,buck,Bucket Protocol BUCK Stablecoin,data\0850_bucket-protocol-buck-stablecoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
858,hyperlane,hyper,Hyperlane,data\0858_hyperlane_usd_prices_365d.csv,189,ok,
851,yield-optimizer-eth,yoeth,Yield Optimizer ETH,data\0851_yield-optimizer-eth_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
859,kled-ai,kled,Kled AI,data\0859_kled-ai_usd_prices_365d.csv,158,ok,
852,hippo-protocol,hp,Hippo Protocol,data\0852_hippo-protocol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
860,torch-of-liberty,liberty,Torch of Liberty,data\0860_torch-of-liberty_usd_prices_365d.csv,91,ok,
853,metya,met,MetYa,data\0853_metya_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
861,hyperbeat-ultra-hype,hbhype,Hyperbeat Ultra HYPE,data\0861_hyperbeat-ultra-hype_usd_prices_365d.csv,112,ok,
854,bridged-tether-linea,usdt,Bridged Tether (Linea),data\0854_bridged-tether-linea_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
855,moonbeam,glmr,Moonbeam,data\0855_moonbeam_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
856,mango-network,mgo,Mango Network,data\0856_mango-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
857,austin-capitals,aux,Austin Capitals,data\0857_austin-capitals_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
862,electroneum,etn,Electroneum,data\0862_electroneum_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
870,iagon,iag,Iagon,data\0870_iagon_usd_prices_365d.csv,366,ok,
863,bit2me,b2m,Bit2Me,data\0863_bit2me_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
871,gains-network,gns,Gains Network,data\0871_gains-network_usd_prices_365d.csv,366,ok,
864,moonwell-flagship-usdc-morpho-vault,mwusdc,Moonwell Flagship USDC (Morpho Vault),data\0864_moonwell-flagship-usdc-morpho-vault_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
872,wazirx,wrx,WazirX,data\0872_wazirx_usd_prices_365d.csv,366,ok,
865,ai-analysis-token,aiat,AI Analysis Token,data\0865_ai-analysis-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
873,bridged-wrapped-bitcoin-starkgate,wbtc,Bridged Wrapped Bitcoin (StarkGate),data\0873_bridged-wrapped-bitcoin-starkgate_usd_prices_365d.csv,366,ok,
866,cobak-token,cbk,Cobak,data\0866_cobak-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
874,savings-crvusd,scrvusd,Savings crvUSD,data\0874_savings-crvusd_usd_prices_365d.csv,344,ok,
867,botxcoin,botx,BOTXCOIN,data\0867_botxcoin_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
868,binance-peg-dai,dai,Binance-Peg DAI,data\0868_binance-peg-dai_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
869,xtcom-token,xt,XT.com,data\0869_xtcom-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
875,nobody-sausage,nobody,Nobody Sausage,data\0875_nobody-sausage_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
883,advertise-coin,adco,Advertise Coin,data\0883_advertise-coin_usd_prices_365d.csv,364,ok,
876,wink,win,WINkLink,data\0876_wink_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
884,benqi,qi,BENQI,data\0884_benqi_usd_prices_365d.csv,366,ok,
877,crepe-2,crepe,CREPE,data\0877_crepe-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
885,pinksale,pinksale,PinkSale,data\0885_pinksale_usd_prices_365d.csv,265,ok,
878,binance-peg-avalanche,avax,Binance-Peg Avalanche,data\0878_binance-peg-avalanche_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
879,wmatic,wpol,Wrapped POL,data\0879_wmatic_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
880,propy,pro,Propy,data\0880_propy_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
881,unipoly,unp,Unipoly,data\0881_unipoly_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
882,kernel-2,kernel,KernelDAO,data\0882_kernel-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
886,dialectic-usd-vault,dusd,Dialectic USD Vault,data\0886_dialectic-usd-vault_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
894,victoria-vr,vr,Victoria VR,data\0894_victoria-vr_usd_prices_365d.csv,366,ok,
887,worthless,worthless,Worthless,data\0887_worthless_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
895,bas,bas,BNB Attestation Service,data\0895_bas_usd_prices_365d.csv,70,ok,
888,c8ntinuum,ctm,c8ntinuum,data\0888_c8ntinuum_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
896,alethea-artificial-liquid-intelligence-token,ali,Artificial Liquid Intelligence,data\0896_alethea-artificial-liquid-intelligence-token_usd_prices_365d.csv,366,ok,
889,ket,ket,Ket,data\0889_ket_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
897,islamic-coin,islm,Islamic Coin,data\0897_islamic-coin_usd_prices_365d.csv,366,ok,
890,usd-coin-avalanche-bridged-usdc-e,usdc.e,Avalanche Bridged USDC (Avalanche),data\0890_usd-coin-avalanche-bridged-usdc-e_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
898,hydradx,hdx,Hydration,data\0898_hydradx_usd_prices_365d.csv,366,ok,
891,medibloc,med,Medibloc,data\0891_medibloc_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
892,akedo,ake,Akedo,data\0892_akedo_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
893,ssv-network,ssv,SSV Network,data\0893_ssv-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
899,enso,enso,Enso,data\0899_enso_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
907,xai-blockchain,xai,Xai,data\0907_xai-blockchain_usd_prices_365d.csv,366,ok,
900,quark-chain,qkc,QuarkChain,data\0900_quark-chain_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
908,bitcoin-on-katana,btck,Bitcoin on Katana,data\0908_bitcoin-on-katana_usd_prices_365d.csv,74,ok,
901,gradients,sn56,Gradients,data\0901_gradients_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
909,baby-shark-universe,bsu,Baby Shark Universe,data\0909_baby-shark-universe_usd_prices_365d.csv,80,ok,
902,wrapped-fragsol,wfragsol,Wrapped fragSOL,data\0902_wrapped-fragsol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
910,ankreth,ankreth,Ankr Staked ETH,data\0910_ankreth_usd_prices_365d.csv,366,ok,
903,coin98,c98,Coin98,data\0903_coin98_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
911,zerebro,zerebro,Zerebro,data\0911_zerebro_usd_prices_365d.csv,360,ok,
904,corn-3,corn,Corn,data\0904_corn-3_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
905,aegis-yusd,yusd,Aegis YUSD,data\0905_aegis-yusd_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
906,stakestone,sto,StakeStone,data\0906_stakestone_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
912,tradoor,tradoor,Tradoor,data\0912_tradoor_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
920,goldfinch,gfi,Goldfinch,data\0920_goldfinch_usd_prices_365d.csv,366,ok,
913,gearbox,gear,Gearbox,data\0913_gearbox_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
921,proprietary-trading-network,sn8,Proprietary Trading Network,data\0921_proprietary-trading-network_usd_prices_365d.csv,144,ok,
914,nosana,nos,Nosana,data\0914_nosana_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
922,moonriver,movr,Moonriver,data\0922_moonriver_usd_prices_365d.csv,366,ok,
915,simon-s-cat,cat,Simon's Cat,data\0915_simon-s-cat_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
923,liquity-usd,lusd,Liquity USD,data\0923_liquity-usd_usd_prices_365d.csv,366,ok,
916,apertum,aptm,Apertum,data\0916_apertum_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
924,funfair,fun,FUNToken,data\0924_funfair_usd_prices_365d.csv,366,ok,
917,bluwhale,bluai,Bluwhale,data\0917_bluwhale_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
918,luck-3,luck,Luckify,data\0918_luck-3_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
919,hegic,hegic,Hegic,data\0919_hegic_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
925,hunt-token,hunt,Hunt,data\0925_hunt-token_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
933,pocket-network,pokt,Pocket Network,data\0933_pocket-network_usd_prices_365d.csv,366,ok,
926,nym,nym,Nym,data\0926_nym_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
934,deapcoin,dep,DEAPCOIN,data\0934_deapcoin_usd_prices_365d.csv,366,ok,
927,ping,ping,Ping,data\0927_ping_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
935,paal-ai,paal,PAAL AI,data\0935_paal-ai_usd_prices_365d.csv,366,ok,
928,bonk-staked-sol,bonksol,Bonk Staked SOL,data\0928_bonk-staked-sol_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
936,fractal-bitcoin,fb,Fractal Bitcoin,data\0936_fractal-bitcoin_usd_prices_365d.csv,366,ok,
929,lava-network,lava,Lava Network,data\0929_lava-network_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
937,ponke,ponke,PONKE,data\0937_ponke_usd_prices_365d.csv,366,ok,
930,helio-protocol-hay,lisusd,Lista USD,data\0930_helio-protocol-hay_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
931,sx-network-2,sx,SX Network,data\0931_sx-network-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
932,unity-2,uty,Unity,data\0932_unity-2_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
938,hosky,hosky,Hosky,data\0938_hosky_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
946,lorenzo-stbtc,stbtc,Lorenzo stBTC,data\0946_lorenzo-stbtc_usd_prices_365d.csv,366,ok,
939,aergo,aergo,Aergo,data\0939_aergo_usd_prices_365d.csv,0,error,Failed after retries (likely rate-limited).
947,impossible-cloud-network-token,icnt,Impossible Cloud Network Token,data\0947_impossible-cloud-network-token_usd_prices_365d.csv,117,ok,
